epoch: 0	train ppl: 15094849.972986067	val ppl: 322656610.3312533	best val: 322656610.3312533	time (s) spent in epoch: 151.76447772979736
epoch: 1	train ppl: 16714.4690200194	val ppl: 5173.806404242204	best val: 5173.806404242204	time (s) spent in epoch: 148.6797173023224
epoch: 2	train ppl: 1777.2175815457263	val ppl: 1063.8508453900336	best val: 1063.8508453900336	time (s) spent in epoch: 147.41600584983826
epoch: 3	train ppl: 684.3881126105886	val ppl: 576.4231412460098	best val: 576.4231412460098	time (s) spent in epoch: 147.70587873458862
epoch: 4	train ppl: 585.1849655940925	val ppl: 627.6160133184785	best val: 576.4231412460098	time (s) spent in epoch: 143.33021879196167
epoch: 5	train ppl: 561.9884886853904	val ppl: 525.3011651208678	best val: 525.3011651208678	time (s) spent in epoch: 148.3922245502472
epoch: 6	train ppl: 492.9799179516147	val ppl: 422.47689964944004	best val: 422.47689964944004	time (s) spent in epoch: 147.1502170562744
epoch: 7	train ppl: 398.12038189910834	val ppl: 368.3622379594237	best val: 368.3622379594237	time (s) spent in epoch: 147.5028440952301
epoch: 8	train ppl: 340.2774984899402	val ppl: 345.4951586581732	best val: 345.4951586581732	time (s) spent in epoch: 146.79435539245605
epoch: 9	train ppl: 291.33928193016715	val ppl: 300.4519508770685	best val: 300.4519508770685	time (s) spent in epoch: 145.97246861457825
epoch: 10	train ppl: 236.62807023405554	val ppl: 239.52186303858207	best val: 239.52186303858207	time (s) spent in epoch: 147.27650427818298
epoch: 11	train ppl: 205.25304093021012	val ppl: 230.9625454770134	best val: 230.9625454770134	time (s) spent in epoch: 147.5258927345276
epoch: 12	train ppl: 170.2981873444371	val ppl: 199.68193582526285	best val: 199.68193582526285	time (s) spent in epoch: 143.75145888328552
epoch: 13	train ppl: 151.5553384836284	val ppl: 203.4217825285067	best val: 199.68193582526285	time (s) spent in epoch: 143.69962549209595
epoch: 14	train ppl: 130.31478670755504	val ppl: 176.81509028698966	best val: 176.81509028698966	time (s) spent in epoch: 149.0020079612732
epoch: 15	train ppl: 103.54346220763344	val ppl: 160.30798154602886	best val: 160.30798154602886	time (s) spent in epoch: 142.2966661453247
epoch: 16	train ppl: 83.61026652628874	val ppl: 152.6748471150589	best val: 152.6748471150589	time (s) spent in epoch: 146.83819007873535
epoch: 17	train ppl: 69.54832468699078	val ppl: 150.26539656209303	best val: 150.26539656209303	time (s) spent in epoch: 148.37928533554077
epoch: 18	train ppl: 60.59429723166617	val ppl: 152.11102749122753	best val: 150.26539656209303	time (s) spent in epoch: 140.9370973110199
epoch: 19	train ppl: 55.1769408736205	val ppl: 153.02847301540803	best val: 150.26539656209303	time (s) spent in epoch: 143.23977136611938
epoch: 20	train ppl: 52.41668228056955	val ppl: 152.93984055324327	best val: 150.26539656209303	time (s) spent in epoch: 142.72641801834106
epoch: 21	train ppl: 51.06614261883921	val ppl: 152.32557928178645	best val: 150.26539656209303	time (s) spent in epoch: 141.45309019088745
epoch: 22	train ppl: 50.51071414794262	val ppl: 151.60073740754257	best val: 150.26539656209303	time (s) spent in epoch: 141.7021849155426
epoch: 23	train ppl: 50.365463605983585	val ppl: 151.41526285252377	best val: 150.26539656209303	time (s) spent in epoch: 142.31550979614258
epoch: 24	train ppl: 50.26805309964418	val ppl: 151.37532323661077	best val: 150.26539656209303	time (s) spent in epoch: 141.71890878677368
epoch: 25	train ppl: 50.284898497807596	val ppl: 151.36477158904435	best val: 150.26539656209303	time (s) spent in epoch: 141.7563395500183
epoch: 26	train ppl: 50.277413318749595	val ppl: 151.3628453950255	best val: 150.26539656209303	time (s) spent in epoch: 141.36066246032715
epoch: 27	train ppl: 50.25089032652209	val ppl: 151.36271457711686	best val: 150.26539656209303	time (s) spent in epoch: 141.42064499855042
epoch: 28	train ppl: 50.23787108408246	val ppl: 151.36269653327625	best val: 150.26539656209303	time (s) spent in epoch: 141.39362239837646
epoch: 29	train ppl: 50.346005719222894	val ppl: 151.36270104423622	best val: 150.26539656209303	time (s) spent in epoch: 141.4958140850067
epoch: 30	train ppl: 50.21674106673107	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.5382628440857
epoch: 31	train ppl: 50.23948861253757	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.85051035881042
epoch: 32	train ppl: 50.280264990249286	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 142.05595111846924
epoch: 33	train ppl: 50.26782191439168	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.65193724632263
epoch: 34	train ppl: 50.26913817340869	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.005633354187
epoch: 35	train ppl: 50.24721885400649	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.0070309638977
epoch: 36	train ppl: 50.24773908402385	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.4551169872284
epoch: 37	train ppl: 50.24880045330157	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 141.27254819869995
epoch: 38	train ppl: 50.208189943100216	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 139.42805314064026
epoch: 39	train ppl: 50.28610116221044	val ppl: 151.3627055551963	best val: 150.26539656209303	time (s) spent in epoch: 140.61779356002808
