epoch: 0	train ppl: 669722.384711166	val ppl: 11295.060397625253	best val: 11295.060397625253	time (s) spent in epoch: 98.56349730491638
epoch: 1	train ppl: 9011.24552976134	val ppl: 3293.9554831318746	best val: 3293.9554831318746	time (s) spent in epoch: 96.20971012115479
epoch: 2	train ppl: 2411.823685731655	val ppl: 1103.8795685559603	best val: 1103.8795685559603	time (s) spent in epoch: 96.77678656578064
epoch: 3	train ppl: 1042.7942714242943	val ppl: 1469.8303442224951	best val: 1103.8795685559603	time (s) spent in epoch: 92.49044275283813
epoch: 4	train ppl: 707.4797813747409	val ppl: 662.0858782457879	best val: 662.0858782457879	time (s) spent in epoch: 95.20093274116516
epoch: 5	train ppl: 532.0318092489151	val ppl: 450.2458703171359	best val: 450.2458703171359	time (s) spent in epoch: 96.06925916671753
epoch: 6	train ppl: 407.2838341630227	val ppl: 580.2019830798714	best val: 450.2458703171359	time (s) spent in epoch: 92.83811211585999
epoch: 7	train ppl: 342.69560721719046	val ppl: 376.8882713335511	best val: 376.8882713335511	time (s) spent in epoch: 96.13974452018738
epoch: 8	train ppl: 295.2080166564651	val ppl: 299.977432843723	best val: 299.977432843723	time (s) spent in epoch: 92.6951208114624
epoch: 9	train ppl: 251.36316398147662	val ppl: 249.00238929704585	best val: 249.00238929704585	time (s) spent in epoch: 95.54358100891113
epoch: 10	train ppl: 213.1334735935237	val ppl: 256.87206081949506	best val: 249.00238929704585	time (s) spent in epoch: 92.52767777442932
epoch: 11	train ppl: 191.14673124731146	val ppl: 229.28725228747578	best val: 229.28725228747578	time (s) spent in epoch: 95.85696339607239
epoch: 12	train ppl: 163.14897564115657	val ppl: 200.0319816988987	best val: 200.0319816988987	time (s) spent in epoch: 95.12262344360352
epoch: 13	train ppl: 148.1905009804638	val ppl: 202.07908613429564	best val: 200.0319816988987	time (s) spent in epoch: 91.6066062450409
epoch: 14	train ppl: 132.3355388645493	val ppl: 206.33159356451895	best val: 200.0319816988987	time (s) spent in epoch: 91.90189409255981
epoch: 15	train ppl: 107.30555766414312	val ppl: 161.85917957122487	best val: 161.85917957122487	time (s) spent in epoch: 95.76604890823364
epoch: 16	train ppl: 89.05828505752328	val ppl: 158.381598126016	best val: 158.381598126016	time (s) spent in epoch: 95.7228057384491
epoch: 17	train ppl: 75.6013313641831	val ppl: 150.76254245551158	best val: 150.76254245551158	time (s) spent in epoch: 95.5481128692627
epoch: 18	train ppl: 66.89263396891654	val ppl: 152.40831881707072	best val: 150.76254245551158	time (s) spent in epoch: 92.03468894958496
epoch: 19	train ppl: 61.7265135297001	val ppl: 152.86323128242995	best val: 150.76254245551158	time (s) spent in epoch: 92.48385334014893
epoch: 20	train ppl: 58.85787483217501	val ppl: 153.13688046550848	best val: 150.76254245551158	time (s) spent in epoch: 93.00599956512451
epoch: 21	train ppl: 57.616429994998725	val ppl: 152.20131605421884	best val: 150.76254245551158	time (s) spent in epoch: 92.79023957252502
epoch: 22	train ppl: 57.04492484461484	val ppl: 151.4743388331005	best val: 150.76254245551158	time (s) spent in epoch: 92.85733962059021
epoch: 23	train ppl: 56.86210351124569	val ppl: 151.29143563614593	best val: 150.76254245551158	time (s) spent in epoch: 93.39462423324585
epoch: 24	train ppl: 56.74949958943242	val ppl: 151.2569514791347	best val: 150.76254245551158	time (s) spent in epoch: 93.01464080810547
epoch: 25	train ppl: 56.74469300009044	val ppl: 151.24935601263988	best val: 150.76254245551158	time (s) spent in epoch: 92.91305327415466
epoch: 26	train ppl: 56.72381912659386	val ppl: 151.24785499525916	best val: 150.76254245551158	time (s) spent in epoch: 92.53121137619019
epoch: 27	train ppl: 56.69175504974554	val ppl: 151.24780991989252	best val: 150.76254245551158	time (s) spent in epoch: 92.56598043441772
epoch: 28	train ppl: 56.68934644501348	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 91.76992106437683
epoch: 29	train ppl: 56.76005335701037	val ppl: 151.24781893496478	best val: 150.76254245551158	time (s) spent in epoch: 92.5600643157959
epoch: 30	train ppl: 56.70355613213103	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 91.39175701141357
epoch: 31	train ppl: 56.764205679321684	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.64272785186768
epoch: 32	train ppl: 56.68430109979909	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.7188572883606
epoch: 33	train ppl: 56.796881236790256	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 91.62612915039062
epoch: 34	train ppl: 56.797723035991716	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.51654934883118
epoch: 35	train ppl: 56.77773851441413	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.41553926467896
epoch: 36	train ppl: 56.752702203938874	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.32231426239014
epoch: 37	train ppl: 56.83085467798977	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 91.23830795288086
epoch: 38	train ppl: 56.79436461419024	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 92.29806780815125
epoch: 39	train ppl: 56.82049023151489	val ppl: 151.24779639728516	best val: 150.76254245551158	time (s) spent in epoch: 93.19585371017456
