epoch: 0	train ppl: 13856411.426229104	val ppl: 19205.142058152003	best val: 19205.142058152003	time (s) spent in epoch: 152.78954887390137
epoch: 1	train ppl: 17150.17018545569	val ppl: 6538.324071374379	best val: 6538.324071374379	time (s) spent in epoch: 149.13971662521362
epoch: 2	train ppl: 2224.5647809227207	val ppl: 1136.2829713535714	best val: 1136.2829713535714	time (s) spent in epoch: 149.56847310066223
epoch: 3	train ppl: 972.0665129341813	val ppl: 1190.3700544435028	best val: 1136.2829713535714	time (s) spent in epoch: 143.48982191085815
epoch: 4	train ppl: 639.2572101752958	val ppl: 463.57558733858326	best val: 463.57558733858326	time (s) spent in epoch: 149.51169204711914
epoch: 5	train ppl: 480.71924697803144	val ppl: 389.40422301339584	best val: 389.40422301339584	time (s) spent in epoch: 149.2632451057434
epoch: 6	train ppl: 401.42712137459444	val ppl: 398.61515562861933	best val: 389.40422301339584	time (s) spent in epoch: 143.10860013961792
epoch: 7	train ppl: 340.31529313386477	val ppl: 389.2368663002899	best val: 389.2368663002899	time (s) spent in epoch: 150.38664960861206
epoch: 8	train ppl: 296.09604924581663	val ppl: 333.0530863878744	best val: 333.0530863878744	time (s) spent in epoch: 152.50094890594482
epoch: 9	train ppl: 260.64256517466373	val ppl: 305.5311689093858	best val: 305.5311689093858	time (s) spent in epoch: 148.7574484348297
epoch: 10	train ppl: 226.13470879992317	val ppl: 239.6609433609812	best val: 239.6609433609812	time (s) spent in epoch: 149.5091688632965
epoch: 11	train ppl: 196.76494222434718	val ppl: 209.4313488360922	best val: 209.4313488360922	time (s) spent in epoch: 148.8114185333252
epoch: 12	train ppl: 171.5000292530791	val ppl: 208.45572252059964	best val: 208.45572252059964	time (s) spent in epoch: 149.14248728752136
epoch: 13	train ppl: 153.74876395564212	val ppl: 176.11469962238436	best val: 176.11469962238436	time (s) spent in epoch: 148.2440218925476
epoch: 14	train ppl: 130.92347835738894	val ppl: 191.79379128511457	best val: 176.11469962238436	time (s) spent in epoch: 141.95717859268188
epoch: 15	train ppl: 107.05281037158855	val ppl: 169.98871537677547	best val: 169.98871537677547	time (s) spent in epoch: 148.55377674102783
epoch: 16	train ppl: 87.27216117612583	val ppl: 149.556958961143	best val: 149.556958961143	time (s) spent in epoch: 145.56107592582703
epoch: 17	train ppl: 72.9387475871775	val ppl: 146.69436250160572	best val: 146.69436250160572	time (s) spent in epoch: 148.41139936447144
epoch: 18	train ppl: 63.400527995313794	val ppl: 147.30347886777483	best val: 146.69436250160572	time (s) spent in epoch: 143.7171893119812
epoch: 19	train ppl: 57.557495654789264	val ppl: 148.27856021002515	best val: 146.69436250160572	time (s) spent in epoch: 142.45884370803833
epoch: 20	train ppl: 54.460662753756296	val ppl: 148.29594133442086	best val: 146.69436250160572	time (s) spent in epoch: 144.64081597328186
epoch: 21	train ppl: 52.919666995260606	val ppl: 147.502409188045	best val: 146.69436250160572	time (s) spent in epoch: 144.8332154750824
epoch: 22	train ppl: 52.37244434219915	val ppl: 146.88543099071285	best val: 146.69436250160572	time (s) spent in epoch: 144.91878294944763
epoch: 23	train ppl: 52.181703824847325	val ppl: 146.73934243896664	best val: 146.69436250160572	time (s) spent in epoch: 143.42203664779663
epoch: 24	train ppl: 52.025136698780145	val ppl: 146.70283098594228	best val: 146.69436250160572	time (s) spent in epoch: 145.33152198791504
epoch: 25	train ppl: 52.06151675526003	val ppl: 146.69402587087532	best val: 146.69402587087532	time (s) spent in epoch: 150.20222210884094
epoch: 26	train ppl: 52.09033716428097	val ppl: 146.69243453606168	best val: 146.69243453606168	time (s) spent in epoch: 150.3237681388855
epoch: 27	train ppl: 52.0612247341081	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 147.64636516571045
epoch: 28	train ppl: 52.06992958651157	val ppl: 146.69225966515688	best val: 146.69225529338695	time (s) spent in epoch: 143.82966995239258
epoch: 29	train ppl: 52.06242448978457	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.191264629364
epoch: 30	train ppl: 52.008363348981625	val ppl: 146.69226403692696	best val: 146.69225529338695	time (s) spent in epoch: 144.03376698493958
epoch: 31	train ppl: 52.027504852012115	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.85848093032837
epoch: 32	train ppl: 52.05147468654908	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.20839071273804
epoch: 33	train ppl: 52.07465778314611	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.62611532211304
epoch: 34	train ppl: 52.0270686051593	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 142.88900089263916
epoch: 35	train ppl: 52.05351878594676	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 142.91983032226562
epoch: 36	train ppl: 52.0776570383938	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.98443794250488
epoch: 37	train ppl: 52.11097925686688	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 144.41053128242493
epoch: 38	train ppl: 52.04349858052044	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 143.44729113578796
epoch: 39	train ppl: 52.04198103354465	val ppl: 146.69225529338695	best val: 146.69225529338695	time (s) spent in epoch: 144.64583706855774
